well,point,transect,azimuth,start_m,end_m,distance
FT,E,1,110,0.76,2.5,400
FT,E,1,110,2.65,4.54,400
FT,E,1,110,4.47,8.45,400
FT,E,1,110,9.27,15.38,400
FT,E,1,110,15.57,20.26,400
FT,E,1,110,21,22.9,400
FT,E,1,110,23,25.96,400
FT,E,1,110,27.1,27.71,400
FT,E,1,110,29.09,29.92,400
FT,E,1,110,30,31.11,400
FT,E,1,110,31.73,31.9,400
FT,E,1,110,32.29,32.79,400
FT,E,1,110,33.23,33.69,400
FT,E,1,110,34.09,34.47,400
FT,E,1,110,34.9,37.5,400
FT,E,1,110,38.25,38.43,400
FT,E,1,110,39.55,41.68,400
FT,E,1,110,42.04,43.69,400
FT,E,1,110,44.19,44.69,400
FT,E,1,110,45.3,45.42,400
FT,E,1,110,45.75,46.62,400
FT,E,1,110,46.8,49.2,400
FT,E,1,110,49.35,50,400
FT,H,1,121,0,1.43,1600
FT,H,1,121,1.95,2.74,1600
FT,H,1,121,3.2,3.85,1600
FT,H,1,121,4.54,6.11,1600
FT,H,1,121,6.45,8.8,1600
FT,H,1,121,9.34,9.56,1600
FT,H,1,121,9.72,11.73,1600
FT,H,1,121,12.98,17.97,1600
FT,H,1,121,18.55,20.73,1600
FT,H,1,121,20.81,26.11,1600
FT,H,1,121,26.27,29.4,1600
FT,H,1,121,29.71,32.74,1600
FT,H,1,121,32.92,34.01,1600
FT,H,1,121,36.7,40.07,1600
FT,H,1,121,40.49,42.36,1600
FT,H,1,121,42.49,43.49,1600
FT,H,1,121,43.93,46.51,1600
FT,H,1,121,47.15,50,1600
FT,G,2,312,47.88,49.52,1600
FT,G,2,312,47.54,47.71,1600
FT,G,2,312,47.1,47.42,1600
FT,G,2,312,45.44,46.82,1600
FT,G,2,312,44.84,45.35,1600
FT,G,2,312,38.09,44.38,1600
FT,G,2,312,33.07,37.27,1600
FT,G,2,312,29.89,32.87,1600
FT,G,2,312,28.04,29.64,1600
FT,G,2,312,27.28,27.56,1600
FT,G,2,312,23.43,26.75,1600
FT,G,2,312,23.14,23.4,1600
FT,G,2,312,17.51,21.67,1600
FT,G,2,312,14.56,15.59,1600
FT,G,2,312,12.91,14.4,1600
FT,G,2,312,10.83,12.83,1600
FT,G,2,312,8.39,10.5,1600
FT,G,2,312,5.03,6.86,1600
FT,G,2,312,3.57,4.05,1600
FT,G,2,312,1.6,3.39,1600
FT,G,2,312,0.66,1.56,1600
FT,G,2,312,0,0.57,1600
FT,D,2,311,0,2.21,400
FT,D,2,311,2.24,5.73,400
FT,D,2,311,5.81,6.28,400
FT,D,2,311,6.53,11.69,400
FT,D,2,311,13.18,16.35,400
FT,D,2,311,17.33,18.25,400
FT,D,2,311,20.3,22.69,400
FT,D,2,311,22.97,29.59,400
FT,D,2,311,29.99,35,400
FT,D,2,311,35.16,36.84,400
FT,D,2,311,38.22,42.47,400
FT,D,2,311,43.07,43.43,400
FT,D,2,311,44.18,50,400
FT,C,2,291,0,1.92,100
FT,C,2,291,2.81,5.24,100
FT,C,2,291,5.87,6.28,100
FT,C,2,291,6.68,9,100
FT,C,2,291,9.22,13.77,100
FT,C,2,291,13.82,15,100
FT,C,2,291,15.32,17.51,100
FT,C,2,291,17.71,20.59,100
FT,C,2,291,21.3,23.11,100
FT,C,2,291,23.33,29.39,100
FT,C,2,291,29.49,30.48,100
FT,C,2,291,30.8,31.22,100
FT,C,2,291,31.59,31.67,100
FT,C,2,291,32.01,32.55,100
FT,C,2,291,32.65,32.72,100
FT,C,2,291,33.09,33.45,100
FT,C,2,291,34.01,34.58,100
FT,C,2,291,35.42,38.04,100
FT,C,2,291,40.44,42.47,100
FT,C,2,291,42.78,46.19,100
FT,C,2,291,47.83,50,100
FT,B,1,54,0.28,0.74,100
FT,B,1,54,1.18,2.32,100
FT,B,1,54,2.68,4.55,100
FT,B,1,54,5,5.5,100
FT,B,1,54,5.67,6.57,100
FT,B,1,54,7.4,8.2,100
FT,B,1,54,9.6,10.75,100
FT,B,1,54,11,12.26,100
FT,B,1,54,14.98,15.7,100
FT,B,1,54,16.04,17.84,100
FT,B,1,54,19.3,20.63,100
FT,B,1,54,20.74,20.98,100
FT,B,1,54,21.11,21.81,100
FT,B,1,54,22.22,22.84,100
FT,B,1,54,22.93,24.14,100
FT,B,1,54,24.85,26.02,100
FT,B,1,54,26.22,26.43,100
FT,B,1,54,27.6,28.4,100
FT,B,1,54,28.9,30.58,100
FT,B,1,54,30.72,30.95,100
FT,B,1,54,30.51,31.75,100
FT,B,1,54,32.5,34.35,100
FT,B,1,54,34.52,34.98,100
FT,B,1,54,35.62,36.65,100
FT,B,1,54,36.79,39.75,100
FT,B,1,54,39.98,41.2,100
FT,B,1,54,41.75,42.7,100
FT,B,1,54,44.9,45.9,100
FT,B,1,54,47.28,48.25,100
FT,B,1,54,49.11,49.4,100
FT,A,2,153,0,1.21,100
FT,A,2,153,1.37,3.04,100
FT,A,2,153,3.14,5.95,100
FT,A,2,153,6.17,6.98,100
FT,A,2,153,7.29,9.79,100
FT,A,2,153,9.97,10.83,100
FT,A,2,153,11.34,14.54,100
FT,A,2,153,15.42,15.88,100
FT,A,2,153,16.01,18.52,100
FT,A,2,153,18.56,22.22,100
FT,A,2,153,22.75,26.46,100
FT,A,2,153,26.87,27.99,100
FT,A,2,153,28.08,28.51,100
FT,A,2,153,28.75,35.46,100
FT,A,2,153,35.49,37.42,100
FT,A,2,153,37.48,38.82,100
FT,A,2,153,39.25,42.81,100
FT,A,2,153,43.94,44.53,100
FT,A,2,153,44.76,45.49,100
FT,A,2,153,46.34,47.69,100
FT,A,2,153,47.81,48.18,100
FT,A,2,153,48.9,49.13,100
FT,A,2,153,49.63,50,100
HVT,F,1,140,0,5.32,400
HVT,F,1,140,5.37,42,400
HVT,F,1,140,44.76,50,400
MVT,D,2,355,0,11.63,400
MVT,D,2,355,11.89,42.39,400
MVT,D,2,355,43.44,48.48,400
MVT,D,2,355,48.66,50,400
HVT,B,1,149,0,1.07,100
HVT,B,1,149,2.97,6.61,100
HVT,B,1,149,7.57,9.26,100
HVT,B,1,149,9.85,40.93,100
HVT,B,1,149,42.49,50,100
HVT,D,2,230,0,2.07,400
HVT,D,2,230,2.51,2.89,400
HVT,D,2,230,3.15,5.26,400
HVT,D,2,230,5.53,6.75,400
HVT,D,2,230,7.79,8.39,400
HVT,D,2,230,9.08,9.61,400
HVT,D,2,230,10.5,17.31,400
HVT,D,2,230,17.49,17.93,400
HVT,D,2,230,19.07,20.31,400
HVT,D,2,230,20.39,20.66,400
HVT,D,2,230,20.96,27.4,400
HVT,D,2,230,27.99,41,400
HVT,D,2,230,41.21,45.44,400
HVT,D,2,230,45.62,50,400
HVT,C,2,214,0,9.36,100
HVT,C,2,214,9.88,10.75,100
HVT,C,2,214,12.59,24.95,100
HVT,C,2,214,25.05,25.15,100
HVT,C,2,214,26.25,38.53,100
HVT,C,2,214,40.4,50,100
HVT,A,1,89,0,18.6,100
HVT,A,1,89,18.86,30.29,100
HVT,A,1,89,30.61,30.99,100
HVT,A,1,89,32.44,50,100
HVT,I,1,140,0,3.63,1600
HVT,I,1,140,3.74,22.84,1600
HVT,I,1,140,24.48,29.55,1600
HVT,I,1,140,31.3,50,1600
HVT,G,1,160,0,50,1600
HVT,E,1,17,0,0.81,400
HVT,E,1,17,0.97,3.12,400
HVT,E,1,17,3.43,4,400
HVT,E,1,17,4.33,5.09,400
HVT,E,1,17,5.14,6.43,400
HVT,E,1,17,6.7,7.13,400
HVT,E,1,17,7.32,17,400
HVT,E,1,17,17.33,21.79,400
HVT,E,1,17,21.88,31.04,400
HVT,E,1,17,32.61,33.81,400
HVT,E,1,17,34.1,34.34,400
HVT,E,1,17,34.77,38.99,400
HVT,E,1,17,39.78,40.19,400
HVT,E,1,17,40.48,41.31,400
HVT,E,1,17,41.51,41.76,400
HVT,E,1,17,42.14,49.26,400
HVT,E,1,17,49.53,50,400
HVT,H,2,348,0,19.53,1600
HVT,H,2,348,19.58,25.12,1600
HVT,H,2,348,26.3,47.95,1600
HVT,H,2,348,48.77,50,1600
MVT,C,2,195,0,21.5,100
MVT,C,2,195,22.24,25.25,100
MVT,C,2,195,26.38,35.07,100
MVT,C,2,195,36.08,40.3,100
MVT,C,2,195,41.27,48.53,100
MVT,C,2,195,49.07,50,100
MVT,G,1,160,0,6.89,1600
MVT,G,1,160,7.02,11.6,1600
MVT,G,1,160,12.19,50,1600
MVT,F,1,155,0,12.02,400
MVT,F,1,155,13.21,28.19,400
MVT,F,1,155,28.71,50,400
MVT,E,2,206,0,50,400
MVT,B,2,250,0,12.52,100
MVT,B,2,250,12.6,15.69,100
MVT,B,2,250,15.82,50,100
MVT,I,1,46,0,35.68,1600
MVT,I,1,46,36.29,36.5,1600
MVT,I,1,46,36.57,40.11,1600
MVT,I,1,46,40.28,42.41,1600
MVT,I,1,46,42.8,50,1600
MVT,A,2,340,0,35.57,100
MVT,A,2,340,35.61,50,100
MVT,H,2,348,0,23.23,1600
MVT,H,2,348,23.33,50,1600
N12,E,1,45,0,0.48,400
N12,E,1,45,0.85,1.71,400
N12,E,1,45,1.76,2.06,400
N12,E,1,45,2.38,4.13,400
N12,E,1,45,4.61,5.75,400
N12,E,1,45,7.2,7.28,400
N12,E,1,45,10.08,10.15,400
N12,E,1,45,12.71,13.7,400
N12,E,1,45,18.59,19.79,400
N12,E,1,45,21.29,21.58,400
N12,E,1,45,22.11,23.37,400
N12,E,1,45,25.19,25.57,400
N12,E,1,45,26.07,26.6,400
N12,E,1,45,27.55,28.55,400
N12,E,1,45,29.95,30.89,400
N12,E,1,45,31.7,35.57,400
N12,E,1,45,35.98,36.81,400
N12,E,1,45,38.86,39.67,400
N12,E,1,45,39.78,40.19,400
N12,E,1,45,41.25,44.58,400
N12,E,1,45,44.67,45.53,400
N12,E,1,45,45.87,46.59,400
N12,E,1,45,46.7,48.08,400
N12,E,1,45,49.06,49.77,400
N12,H,2,225,0,3.2,1600
N12,H,2,225,3.25,3.88,1600
N12,H,2,225,4.02,33.51,1600
N12,H,2,225,33.4,35.1,1600
N12,H,2,225,35.5,50,1600
N12,G,1,45,0,50,1600
N12,B,2,292,0,33.02,100
N12,B,2,292,33.25,50,100
N12,I,1,45,0,3.59,1600
N12,I,1,45,4.53,6.35,1600
N12,I,1,45,8.89,13.15,1600
N12,I,1,45,14.03,14.41,1600
N12,I,1,45,14.8,15.44,1600
N12,I,1,45,17,19.19,1600
N12,I,1,45,19.64,22.56,1600
N12,I,1,45,24.29,26.59,1600
N12,I,1,45,28.15,28.75,1600
N12,I,1,45,29.23,33.27,1600
N12,I,1,45,33.5,33.85,1600
N12,I,1,45,34.35,34.67,1600
N12,I,1,45,36.06,38.97,1600
N12,I,1,45,39.55,42.79,1600
N12,I,1,45,43.43,44.87,1600
N12,I,1,45,45.83,50,1600
N12,C,2,212,1.23,1.84,100
N12,C,2,212,2.05,7.61,100
N12,C,2,212,7.7,8.05,100
N12,C,2,212,8.53,9.4,100
N12,C,2,212,9.54,10.65,100
N12,C,2,212,11.14,11.55,100
N12,C,2,212,11.92,14.57,100
N12,C,2,212,14.95,16.46,100
N12,C,2,212,16.99,17.71,100
N12,C,2,212,17.85,18.63,100
N12,C,2,212,18.91,23.94,100
N12,C,2,212,24.1,26.43,100
N12,C,2,212,27.01,27.45,100
N12,C,2,212,27.68,28.94,100
N12,C,2,212,29.25,30.4,100
N12,C,2,212,30.65,33.9,100
N12,C,2,212,34.9,36.8,100
N12,C,2,212,36.9,39,100
N12,C,2,212,40.21,42.26,100
N12,C,2,212,42.5,44.97,100
N12,C,2,212,45.49,47.91,100
N12,C,2,212,48.35,49.52,100
N12,C,2,212,49.56,50,100
N12,F,2,225,0,1.14,400
N12,F,2,225,1.55,2.22,400
N12,F,2,225,2.59,4.69,400
N12,F,2,225,5.19,7.33,400
N12,F,2,225,7.37,8.29,400
N12,F,2,225,8.57,11.41,400
N12,F,2,225,11.94,12.82,400
N12,F,2,225,13.36,14.94,400
N12,F,2,225,15.53,16.61,400
N12,F,2,225,16.69,17.85,400
N12,F,2,225,17.89,18.11,400
N12,F,2,225,18.39,22.22,400
N12,F,2,225,22.52,23.59,400
N12,F,2,225,23.68,25.16,400
N12,F,2,225,25.75,29.02,400
N12,F,2,225,30.23,31.12,400
N12,F,2,225,31.3,31.56,400
N12,F,2,225,31.61,32.16,400
N12,F,2,225,32.39,33.29,400
N12,F,2,225,35.24,36.39,400
N12,F,2,225,36.57,37.15,400
N12,F,2,225,37.65,37.94,400
N12,F,2,225,38.06,39.12,400
N12,F,2,225,39.72,41.69,400
N12,F,2,225,41.97,42.69,400
N12,F,2,225,42.76,45.71,400
N12,F,2,225,45.91,46.64,400
N12,F,2,225,46.71,47.73,400
N12,F,2,225,47.87,48.19,400
N12,F,2,225,48.26,50,400
N12,A,1,133,0,0.46,100
N12,A,1,133,0.52,1.48,100
N12,A,1,133,1.58,1.97,100
N12,A,1,133,2.01,6.12,100
N12,A,1,133,6.36,6.51,100
N12,A,1,133,6.57,7,100
N12,A,1,133,7.22,7.43,100
N12,A,1,133,7.48,10.48,100
N12,A,1,133,10.52,13.14,100
N12,A,1,133,13.24,13.71,100
N12,A,1,133,13.8,15.86,100
N12,A,1,133,15.92,20.54,100
N12,A,1,133,20.6,20.94,100
N12,A,1,133,21.1,23.92,100
N12,A,1,133,24.05,24.82,100
N12,A,1,133,24.89,34.13,100
N12,A,1,133,34.42,36.73,100
N12,A,1,133,36.97,38.11,100
N12,A,1,133,38.35,43.58,100
N12,A,1,133,43.87,44.61,100
N12,A,1,133,45.07,45.62,100
N12,A,1,133,45.86,47.4,100
N12,A,1,133,47.65,48.14,100
N12,A,1,133,48.27,49.53,100
N12,D,1,45,0,1.32,400
N12,D,1,45,1.66,2.01,400
N12,D,1,45,3.33,5.15,400
N12,D,1,45,5.5,6.26,400
N12,D,1,45,6.62,7.7,400
N12,D,1,45,8.1,11.08,400
N12,D,1,45,11.61,12.84,400
N12,D,1,45,14,15.34,400
N12,D,1,45,15.65,16.21,400
N12,D,1,45,15.55,17.49,400
N12,D,1,45,17.99,19.21,400
N12,D,1,45,20.46,21.44,400
N12,D,1,45,22.09,23.19,400
N12,D,1,45,23.5,27.99,400
N12,D,1,45,28.55,31.89,400
N12,D,1,45,35.29,35.61,400
N12,D,1,45,36.67,41.66,400
N12,D,1,45,42.23,43.29,400
N12,D,1,45,43.79,45.35,400
N12,D,1,45,46.11,48.84,400
N12,D,1,45,49.3,50,400
N13,B,1,1,0,17.64,100
N13,B,1,1,17.67,32.14,100
N13,B,1,1,32.24,50,100
N13,D,2,165,1.79,2.58,400
N13,D,2,165,3.34,5.04,400
N13,D,2,165,5.61,9.3,400
N13,D,2,165,9.49,15.1,400
N13,D,2,165,15.15,17.06,400
N13,D,2,165,18.25,18.79,400
N13,D,2,165,19.25,22.05,400
N13,D,2,165,22.16,24.07,400
N13,D,2,165,24.33,24.74,400
N13,D,2,165,25.21,25.7,400
N13,D,2,165,26.16,26.48,400
N13,D,2,165,26.76,30.95,400
N13,D,2,165,31.34,31.78,400
N13,D,2,165,33.65,34.78,400
N13,D,2,165,36.81,39.36,400
N13,D,2,165,40.22,42.29,400
N13,D,2,165,42.48,43.5,400
N13,D,2,165,43.63,45.1,400
N13,D,2,165,45.25,45.52,400
N13,D,2,165,45.78,46.52,400
N13,D,2,165,46.8,47.43,400
N13,D,2,165,47.61,48.28,400
N13,D,2,165,48.41,48.68,400
N13,D,2,165,48.94,49.54,400
N13,D,2,165,49.57,50,400
N13,H(2),3,341,0,14.49,1600
N13,H(2),3,341,14.72,28.24,1600
N13,H(2),3,341,28.29,31.62,1600
N13,H(2),3,341,31.68,33.45,1600
N13,H(2),3,341,33.8,35.14,1600
N13,H(2),3,341,35.29,40.25,1600
N13,H(2),3,341,40.32,50,1600
N13,G,3,306,0,3.44,1600
N13,G,3,306,4.3,43.97,1600
N13,G,3,306,44.24,50,1600
N13,F,1,0,0,0.4,400
N13,F,1,0,0.97,1.33,400
N13,F,1,0,1.7,1.97,400
N13,F,1,0,2.33,3.62,400
N13,F,1,0,5.75,6.27,400
N13,F,1,0,6.82,7.15,400
N13,F,1,0,7.4,9.11,400
N13,F,1,0,9.42,9.84,400
N13,F,1,0,10.04,10.32,400
N13,F,1,0,10.89,11.25,400
N13,F,1,0,11.35,11.72,400
N13,F,1,0,11.93,12.4,400
N13,F,1,0,12.79,13.37,400
N13,F,1,0,14.42,15,400
N13,F,1,0,15.43,17.8,400
N13,F,1,0,18.55,22.01,400
N13,F,1,0,22.26,22.96,400
N13,F,1,0,23.19,23.43,400
N13,F,1,0,24.14,24.33,400
N13,F,1,0,24.81,25.17,400
N13,F,1,0,25.29,26.6,400
N13,F,1,0,26.96,27.66,400
N13,F,1,0,28.04,30.19,400
N13,F,1,0,30.47,31.59,400
N13,F,1,0,31.77,33.58,400
N13,F,1,0,33.84,34.14,400
N13,F,1,0,34.93,35.33,400
N13,F,1,0,35.84,36.22,400
N13,F,1,0,36.49,37.19,400
N13,F,1,0,38.51,38.92,400
N13,F,1,0,39.69,39.92,400
N13,F,1,0,40.1,40.43,400
N13,F,1,0,40.81,41.48,400
N13,F,1,0,42.22,49.04,400
N13,F,1,0,49.33,50,400
N13,E,1,23,0,0.49,400
N13,E,1,23,2.09,3.84,400
N13,E,1,23,4.54,6.79,400
N13,E,1,23,7.15,8.72,400
N13,E,1,23,9.13,12.93,400
N13,E,1,23,13.48,17.42,400
N13,E,1,23,17.53,18.28,400
N13,E,1,23,18.4,19.3,400
N13,E,1,23,19.77,21.15,400
N13,E,1,23,21.64,24.42,400
N13,E,1,23,27.45,28,400
N13,E,1,23,28.36,29.37,400
N13,E,1,23,29.79,29.84,400
N13,E,1,23,30.15,30.87,400
N13,E,1,23,31.1,31.64,400
N13,E,1,23,32.63,35.17,400
N13,E,1,23,35.67,36.49,400
N13,E,1,23,37.91,40.01,400
N13,E,1,23,40.09,43.56,400
N13,E,1,23,44,44.39,400
N13,E,1,23,44.73,45.3,400
N13,E,1,23,45.38,45.94,400
N13,E,1,23,46.24,46.85,400
N13,E,1,23,47.41,47.9,400
N13,A,3,247,0,4.21,100
N13,A,3,247,4.95,7.19,100
N13,A,3,247,8.21,50,100
N13,C,1,88,0,3.98,100
N13,C,1,88,6.59,7.24,100
N13,C,1,88,7.33,8.27,100
N13,C,1,88,10.45,14.52,100
N13,C,1,88,14.83,16.29,100
N13,C,1,88,16.96,17.33,100
N13,C,1,88,17.83,20.04,100
N13,C,1,88,20.31,25.2,100
N13,C,1,88,25.43,28.68,100
N13,C,1,88,28.82,45.39,100
N13,C,1,88,46.19,50,100
N13,I,2,200,0,5.61,1600
N13,I,2,200,6,8.19,1600
N13,I,2,200,9.01,9.73,1600
N13,I,2,200,10.54,11.13,1600
N13,I,2,200,11.92,14.46,1600
N13,I,2,200,14.63,14.87,1600
N13,I,2,200,15.24,16.24,1600
N13,I,2,200,16.66,17.44,1600
N13,I,2,200,17.56,18.41,1600
N13,I,2,200,18.88,19.38,1600
N13,I,2,200,19.78,20.31,1600
N13,I,2,200,20.92,25.49,1600
N13,I,2,200,25.95,26.29,1600
N13,I,2,200,26.77,28.65,1600
N13,I,2,200,28.76,29.57,1600
N13,I,2,200,29.9,31.2,1600
N13,I,2,200,31.32,36.05,1600
N13,I,2,200,36.65,37.82,1600
N13,I,2,200,38.16,38.95,1600
N13,I,2,200,39.19,42.45,1600
N13,I,2,200,44.07,50,1600
N5,I,1,36,0,0.52,1600
N5,I,1,36,1.38,1.94,1600
N5,I,1,36,1.99,3.34,1600
N5,I,1,36,3.39,5.65,1600
N5,I,1,36,5.71,14.1,1600
N5,I,1,36,14.44,17.42,1600
N5,I,1,36,17.47,22.59,1600
N5,I,1,36,23.28,25.42,1600
N5,I,1,36,25.73,26,1600
N5,I,1,36,26.14,28.66,1600
N5,I,1,36,28.77,39.48,1600
N5,I,1,36,39.99,44.69,1600
N5,I,1,36,45.44,48.95,1600
N5,I,1,36,49.27,50,1600
N5,A,1,89,0,0.54,100
N5,A,1,89,0.66,2.9,100
N5,A,1,89,4.3,5.85,100
N5,A,1,89,7.15,11.05,100
N5,A,1,89,12.4,16.1,100
N5,A,1,89,18.45,28.3,100
N5,A,1,89,30.06,30.59,100
N5,A,1,89,31.57,32.45,100
N5,A,1,89,33.15,38.08,100
N5,A,1,89,40.62,41.02,100
N5,A,1,89,41.8,44.75,100
N5,A,1,89,45.68,50,100
N5,C,3,73,0.64,8.55,100
N5,C,3,73,10.69,14.09,100
N5,C,3,73,15.37,18.61,100
N5,C,3,73,19.14,20.06,100
N5,C,3,73,20.48,22.05,100
N5,C,3,73,22.68,26.82,100
N5,C,3,73,27.61,29.96,100
N5,C,3,73,30.07,31.5,100
N5,C,3,73,31.64,35.82,100
N5,C,3,73,35.86,36.72,100
N5,C,3,73,36.99,50,100
N5,G,3,293,0,2.28,1600
N5,G,3,293,2.88,3.92,1600
N5,G,3,293,4.02,5.78,1600
N5,G,3,293,6.1,6.85,1600
N5,G,3,293,7.35,10.42,1600
N5,G,3,293,11.15,11.43,1600
N5,G,3,293,11.5,12.17,1600
N5,G,3,293,13.74,17.26,1600
N5,G,3,293,17.71,19.38,1600
N5,G,3,293,19.88,20.44,1600
N5,G,3,293,20.72,26.49,1600
N5,G,3,293,28.01,29.1,1600
N5,G,3,293,29.52,34.25,1600
N5,G,3,293,34.56,36.08,1600
N5,G,3,293,36.54,37.5,1600
N5,G,3,293,37.94,41.21,1600
N5,G,3,293,43.19,44.18,1600
N5,G,3,293,44.43,46.11,1600
N5,G,3,293,46.66,47.41,1600
N5,G,3,293,47.67,50,1600
N5,B,3,263,0,0.11,100
N5,B,3,263,0.4,13.1,100
N5,B,3,263,13.4,15.53,100
N5,B,3,263,16.16,16.77,100
N5,B,3,263,16.89,19.37,100
N5,B,3,263,19.8,24.18,100
N5,B,3,263,24.98,25.47,100
N5,B,3,263,25.56,32.62,100
N5,B,3,263,33.42,42.69,100
N5,B,3,263,43.5,45.12,100
N5,B,3,263,46.01,47.35,100
N5,B,3,263,47.89,48.86,100
N5,B,3,263,49.6,50,100
N5,H,3,293,0.76,2.42,1600
N5,H,3,293,3.31,4.11,1600
N5,H,3,293,5.45,6.45,1600
N5,H,3,293,7.54,8.37,1600
N5,H,3,293,8.42,8.86,1600
N5,H,3,293,9.11,9.42,1600
N5,H,3,293,10.61,15.94,1600
N5,H,3,293,16.45,17.3,1600
N5,H,3,293,18.69,20.76,1600
N5,H,3,293,21.64,22.01,1600
N5,H,3,293,22.51,23.33,1600
N5,H,3,293,23.45,24.88,1600
N5,H,3,293,26.61,27.98,1600
N5,H,3,293,28.98,29.85,1600
N5,H,3,293,30.46,30.78,1600
N5,H,3,293,31.41,33.39,1600
N5,H,3,293,37.05,38.95,1600
N5,H,3,293,40.04,42.89,1600
N5,H,3,293,43.5,44.1,1600
N5,H,3,293,44.36,46.6,1600
N5,H,3,293,46.69,46.89,1600
N5,H,3,293,46.96,50,1600
N5,D,1,41,0,4,400
N5,D,1,41,4.59,9.2,400
N5,D,1,41,10.6,11.2,400
N5,D,1,41,11.52,11.84,400
N5,D,1,41,12.01,17.5,400
N5,D,1,41,18.79,28.02,400
N5,D,1,41,28.92,29.3,400
N5,D,1,41,31.06,43.72,400
N5,D,1,41,43.88,44.61,400
N5,D,1,41,45.55,46.1,400
N5,D,1,41,47.39,49.7,400
N5,E,3,263,0,2.11,400
N5,E,3,263,2.41,2.65,400
N5,E,3,263,3.17,10.33,400
N5,E,3,263,12.2,18.07,400
N5,E,3,263,18.4,21.3,400
N5,E,3,263,23.89,26.38,400
N5,E,3,263,26.95,28.57,400
N5,E,3,263,28.65,32.47,400
N5,E,3,263,32.66,32.91,400
N5,E,3,263,33.02,34.3,400
N5,E,3,263,34.51,37,400
N5,E,3,263,38.27,40.56,400
N5,E,3,263,41.54,42.05,400
N5,E,3,263,42.97,43.49,400
N5,E,3,263,43.91,44.39,400
N5,E,3,263,45.27,45.91,400
N5,E,3,263,46.45,46.61,400
N5,E,3,263,46.9,49.47,400
N5,F,3,235,0,0.38,400
N5,F,3,235,0.42,2.42,400
N5,F,3,235,2.78,5.71,400
N5,F,3,235,6.62,7.51,400
N5,F,3,235,7.6,8,400
N5,F,3,235,8.07,8.5,400
N5,F,3,235,8.73,18.21,400
N5,F,3,235,18.29,19.83,400
N5,F,3,235,20.09,21.64,400
N5,F,3,235,21.87,22.29,400
N5,F,3,235,22.36,22.63,400
N5,F,3,235,22.73,25.14,400
N5,F,3,235,26.42,29.02,400
N5,F,3,235,29.43,32.86,400
N5,F,3,235,34.12,35.11,400
N5,F,3,235,36.33,45.68,400
N5,F,3,235,46.94,47.57,400
N5,F,3,235,48.09,49.12,400
N5,F,3,235,49.25,50,400
N6,D,1,84,0,0.95,400
N6,D,1,84,1.21,2.6,400
N6,D,1,84,3.16,4.18,400
N6,D,1,84,4.85,6.54,400
N6,D,1,84,7.17,7.42,400
N6,D,1,84,7.53,8.09,400
N6,D,1,84,8.29,8.93,400
N6,D,1,84,9.38,10.52,400
N6,D,1,84,11.16,11.55,400
N6,D,1,84,11.79,12.52,400
N6,D,1,84,12.73,13.11,400
N6,D,1,84,13.5,14.25,400
N6,D,1,84,14.63,15.06,400
N6,D,1,84,15.24,16.86,400
N6,D,1,84,19.61,20.23,400
N6,D,1,84,20.49,23.5,400
N6,D,1,84,23.59,24.15,400
N6,D,1,84,25.22,27.85,400
N6,D,1,84,28.24,28.97,400
N6,D,1,84,29.34,29.92,400
N6,D,1,84,30.74,31.97,400
N6,D,1,84,33.29,34.48,400
N6,D,1,84,35.25,36.46,400
N6,D,1,84,36.8,37.61,400
N6,D,1,84,37.81,38.88,400
N6,D,1,84,39.21,40.37,400
N6,D,1,84,41.3,42.02,400
N6,D,1,84,42.59,45.07,400
N6,D,1,84,45.5,47.24,400
N6,D,1,84,48.05,49.02,400
N6,D,1,84,49.45,50,400
N6,H,2,291,0,3.11,1600
