well,point,transect,azimuth,start_m,end_m,distance
N6,H,2,291,3.53,4.55,1600
N6,H,2,291,5.51,8.29,1600
N6,H,2,291,10.26,12.47,1600
N6,H,2,291,13.9,15.66,1600
N6,H,2,291,16.14,17.04,1600
N6,H,2,291,18.2,18.55,1600
N6,H,2,291,19.16,22.55,1600
N6,H,2,291,23.21,25.7,1600
N6,H,2,291,26.67,27.12,1600
N6,H,2,291,28.83,29.68,1600
N6,H,2,291,32.57,33.8,1600
N6,H,2,291,34.76,37.45,1600
N6,H,2,291,38.24,40.96,1600
N6,H,2,291,41.71,44.36,1600
N6,H,2,291,44.61,45.72,1600
N6,H,2,291,47.48,49.65,1600
N6,H,2,291,49.77,50,1600
N6,E,1,111,0,1.65,400
N6,E,1,111,2.01,4.06,400
N6,E,1,111,6.91,7.99,400
N6,E,1,111,8.82,10.44,400
N6,E,1,111,10.9,11.69,400
N6,E,1,111,12.34,13.25,400
N6,E,1,111,13.62,18.51,400
N6,E,1,111,18.73,24.68,400
N6,E,1,111,25.07,28.09,400
N6,E,1,111,28.8,29.31,400
N6,E,1,111,29.65,30.29,400
N6,E,1,111,30.39,31.55,400
N6,E,1,111,32.01,38.76,400
N6,E,1,111,39.96,40.34,400
N6,E,1,111,40.51,41.38,400
N6,E,1,111,43.18,46.46,400
N6,E,1,111,46.67,50,400
N6,G,1,84,0,1.8,1600
N6,G,1,84,2.81,6.17,1600
N6,G,1,84,6.99,7.45,1600
N6,G,1,84,8.53,9.26,1600
N6,G,1,84,9.3,11.41,1600
N6,G,1,84,11.98,15.61,1600
N6,G,1,84,17.91,18.59,1600
N6,G,1,84,19.43,23.18,1600
N6,G,1,84,24.29,25.01,1600
N6,G,1,84,25.3,28.72,1600
N6,G,1,84,31.85,34.71,1600
N6,G,1,84,36.19,36.72,1600
N6,G,1,84,37.59,39.51,1600
N6,G,1,84,40.28,40.8,1600
N6,G,1,84,41.01,41.65,1600
N6,G,1,84,42.08,42.52,1600
N6,G,1,84,43,43.29,1600
N6,G,1,84,43.52,44.49,1600
N6,G,1,84,44.66,45.63,1600
N6,G,1,84,46.21,47.38,1600
N6,G,1,84,48.11,48.37,1600
N6,G,1,84,48.94,50,1600
N6,I,1,165,0,3.06,1600
N6,I,1,165,3.89,5.89,1600
N6,I,1,165,6.42,7.93,1600
N6,I,1,165,8.26,8.76,1600
N6,I,1,165,9.52,10,1600
N6,I,1,165,10.32,11.51,1600
N6,I,1,165,13.19,13.41,1600
N6,I,1,165,13.6,16.3,1600
N6,I,1,165,16.79,19.5,1600
N6,I,1,165,19.67,22.81,1600
N6,I,1,165,25.06,27.07,1600
N6,I,1,165,27.66,28.81,1600
N6,I,1,165,29.05,32.15,1600
N6,I,1,165,33.4,34.76,1600
N6,I,1,165,36,36.73,1600
N6,I,1,165,36.96,37.39,1600
N6,I,1,165,39.49,40.9,1600
N6,I,1,165,41.56,42.47,1600
N6,I,1,165,43.97,44.6,1600
N6,I,1,165,45,47.76,1600
N6,I,1,165,48.11,48.94,1600
N6,I,1,165,49.4,50,1600
N6,C,1,7,0,1.57,100
N6,C,1,7,1.81,3.08,100
N6,C,1,7,3.35,3.94,100
N6,C,1,7,4.18,7.55,100
N6,C,1,7,7.64,8.75,100
N6,C,1,7,8.87,11.02,100
N6,C,1,7,11.17,12.07,100
N6,C,1,7,12.69,13.57,100
N6,C,1,7,13.88,14.66,100
N6,C,1,7,14.8,16.38,100
N6,C,1,7,16.74,19.07,100
N6,C,1,7,19.36,20.02,100
N6,C,1,7,20.25,22.98,100
N6,C,1,7,23.87,26.75,100
N6,C,1,7,27.81,31.09,100
N6,C,1,7,31.26,33.74,100
N6,C,1,7,34.73,35.11,100
N6,C,1,7,35.2,36.73,100
N6,C,1,7,37.05,37.35,100
N6,C,1,7,37.66,38.63,100
N6,C,1,7,40.14,43.65,100
N6,C,1,7,44,49.75,100
N6,C,1,7,49.86,50,100
N6,A,1,16,0,49.61,100
N6,F,2,330,0.37,0.54,400
N6,F,2,330,0.95,1.61,400
N6,F,2,330,1.95,2.24,400
N6,F,2,330,2.57,3.5,400
N6,F,2,330,4.7,5.19,400
N6,F,2,330,5.69,7.52,400
N6,F,2,330,7.84,8.79,400
N6,F,2,330,8.89,9.56,400
N6,F,2,330,9.8,10.29,400
N6,F,2,330,10.61,10.94,400
N6,F,2,330,11.17,11.71,400
N6,F,2,330,12.52,13.34,400
N6,F,2,330,13.96,14.6,400
N6,F,2,330,16.01,17.35,400
N6,F,2,330,17.56,18.94,400
N6,F,2,330,19.41,20.12,400
N6,F,2,330,20.65,21.49,400
N6,F,2,330,22.64,24.05,400
N6,F,2,330,24.75,26.65,400
N6,F,2,330,27.51,28.46,400
N6,F,2,330,28.51,29.89,400
N6,F,2,330,30.47,30.7,400
N6,F,2,330,31.15,31.58,400
N6,F,2,330,32.54,32.8,400
N6,F,2,330,32.92,33.25,400
N6,F,2,330,33.47,34.58,400
N6,F,2,330,34.68,34.98,400
N6,F,2,330,35.04,39.09,400
N6,F,2,330,39.28,40.05,400
N6,F,2,330,40.93,41.25,400
N6,F,2,330,41.39,41.64,400
N6,F,2,330,41.71,43.07,400
N6,F,2,330,43.11,43.85,400
N6,F,2,330,44.28,46.4,400
N6,F,2,330,46.53,47.14,400
N6,F,2,330,47.81,48.65,400
N6,F,2,330,48.8,49.67,400
N6,B,1,133,0,0.25,100
N6,B,1,133,0.41,0.7,100
N6,B,1,133,0.82,1.37,100
N6,B,1,133,1.49,3.47,100
N6,B,1,133,4.32,5.38,100
N6,B,1,133,6.11,6.98,100
N6,B,1,133,7.15,7.59,100
N6,B,1,133,7.72,8.63,100
N6,B,1,133,8.79,9.16,100
N6,B,1,133,9.24,10.67,100
N6,B,1,133,11.69,12.44,100
N6,B,1,133,13.17,13.72,100
N6,B,1,133,14.5,14.8,100
N6,B,1,133,15.2,16.1,100
N6,B,1,133,16.92,17.41,100
N6,B,1,133,17.96,19.63,100
N6,B,1,133,20.35,22.34,100
N6,B,1,133,23.03,23.44,100
N6,B,1,133,23.7,25.15,100
N6,B,1,133,27.37,28.35,100
N6,B,1,133,29.09,29.75,100
N6,B,1,133,30,30.78,100
N6,B,1,133,31.51,32.27,100
N6,B,1,133,32.52,33.67,100
N6,B,1,133,33.76,34.51,100
N6,B,1,133,35.1,36.53,100
N6,B,1,133,37.81,38.6,100
N6,B,1,133,38.89,39.68,100
N6,B,1,133,40,43.55,100
N6,B,1,133,44.79,46.01,100
N6,B,1,133,46.24,47.24,100
N6,B,1,133,46.57,47.44,100
N6,B,1,133,47.48,48.6,100
N6,B,1,133,48.71,50,100
ST,E,2,353,0,2.07,400
ST,E,2,353,3.11,3.39,400
ST,E,2,353,3.49,5.6,400
ST,E,2,353,5.73,10.32,400
ST,E,2,353,10.78,11.71,400
ST,E,2,353,11.82,13.34,400
ST,E,2,353,13.44,14.45,400
ST,E,2,353,17.36,19.72,400
ST,E,2,353,21.59,22.09,400
ST,E,2,353,22.37,22.79,400
ST,E,2,353,23.14,25.66,400
ST,E,2,353,26.19,26.25,400
ST,E,2,353,26.9,27.48,400
ST,E,2,353,27.65,28.42,400
ST,E,2,353,28.85,29.22,400
ST,E,2,353,29.73,29.88,400
ST,E,2,353,29.92,30.52,400
ST,E,2,353,31.56,31.69,400
ST,E,2,353,31.76,31.93,400
ST,E,2,353,31.99,32.41,400
ST,E,2,353,32.5,32.68,400
ST,E,2,353,33.22,34.16,400
ST,E,2,353,34.56,34.92,400
ST,E,2,353,34.98,35.79,400
ST,E,2,353,35.98,36.13,400
ST,E,2,353,36.18,36.64,400
ST,E,2,353,36.88,40.91,400
ST,E,2,353,41.97,44.76,400
ST,E,2,353,45.55,45.73,400
ST,E,2,353,46.22,46.43,400
ST,E,2,353,46.48,46.58,400
ST,E,2,353,46.65,49.03,400
ST,E,2,353,49.64,49.94,400
ST,E,2,353,49.97,50,400
ST,F(X),1,146,0,0.17,400
ST,F(X),1,146,0.35,1.71,400
ST,F(X),1,146,1.81,1.92,400
ST,F(X),1,146,2.11,3.79,400
ST,F(X),1,146,4.24,4.78,400
ST,F(X),1,146,5.2,8.85,400
ST,F(X),1,146,9.12,9.58,400
ST,F(X),1,146,9.64,10.55,400
ST,F(X),1,146,10.91,16.86,400
ST,F(X),1,146,16.92,17.28,400
ST,F(X),1,146,17.34,18.89,400
ST,F(X),1,146,18.99,21.83,400
ST,F(X),1,146,22.12,22.37,400
ST,F(X),1,146,22.84,29.21,400
ST,F(X),1,146,30,30.39,400
ST,F(X),1,146,30.55,31.95,400
ST,F(X),1,146,32.16,32.41,400
ST,F(X),1,146,33.44,35.05,400
ST,F(X),1,146,35.19,35.49,400
ST,F(X),1,146,35.6,36.54,400
ST,F(X),1,146,37.88,40.99,400
ST,F(X),1,146,41.31,42.19,400
ST,F(X),1,146,43.06,43.22,400
ST,F(X),1,146,43.47,43.63,400
ST,F(X),1,146,44.32,45.32,400
ST,F(X),1,146,46.11,46.31,400
ST,F(X),1,146,46.69,48.82,400
ST,F(X),2,326,0,2.16,400
ST,F(X),2,326,2.55,3.54,400
ST,F(X),2,326,3.64,4.91,400
ST,F(X),2,326,5.62,5.79,400
ST,F(X),2,326,6.32,7.93,400
ST,F(X),2,326,8.09,9.05,400
ST,F(X),2,326,9.82,10.7,400
ST,F(X),2,326,10.84,13.29,400
ST,F(X),2,326,13.35,14.2,400
ST,F(X),2,326,14.31,23.16,400
ST,F(X),2,326,24.02,24.53,400
ST,F(X),2,326,25,26.59,400
ST,F(X),2,326,27.21,29.6,400
ST,F(X),2,326,29.79,31.65,400
ST,F(X),2,326,32.23,35.24,400
ST,F(X),2,326,35.33,35.79,400
ST,F(X),2,326,35.91,36.36,400
ST,F(X),2,326,36.93,37.39,400
ST,F(X),2,326,37.46,37.7,400
ST,F(X),2,326,38.47,39.58,400
ST,F(X),2,326,39.69,41.37,400
ST,F(X),2,326,41.76,42.27,400
ST,F(X),2,326,42.51,43,400
ST,F(X),2,326,43.04,44.3,400
ST,F(X),2,326,45.31,46.11,400
ST,F(X),2,326,46.29,46.76,400
ST,F(X),2,326,46.9,47.18,400
ST,F(X),2,326,47.4,47.5,400
ST,F(X),2,326,47.59,50,400
ST,I,1,148,0,0.72,1600
ST,I,1,148,1.25,1.77,1600
ST,I,1,148,2.83,3.12,1600
ST,I,1,148,3.57,3.99,1600
ST,I,1,148,4.31,5.88,1600
ST,I,1,148,6.21,6.4,1600
ST,I,1,148,6.92,7.22,1600
ST,I,1,148,7.96,9.63,1600
ST,I,1,148,10.24,10.68,1600
ST,I,1,148,10.8,11.07,1600
ST,I,1,148,11.19,11.3,1600
ST,I,1,148,11.39,11.48,1600
ST,I,1,148,11.57,11.86,1600
ST,I,1,148,12.05,12.72,1600
ST,I,1,148,12.98,13.42,1600
ST,I,1,148,13.8,14.23,1600
ST,I,1,148,14.55,15.19,1600
ST,I,1,148,15.31,16.53,1600
ST,I,1,148,16.97,17.29,1600
ST,I,1,148,17.4,17.94,1600
ST,I,1,148,18.17,18.51,1600
ST,I,1,148,19.16,19.49,1600
ST,I,1,148,20.72,20.98,1600
ST,I,1,148,21.13,22.05,1600
ST,I,1,148,22.9,23.57,1600
ST,I,1,148,23.69,24.35,1600
ST,I,1,148,25.77,26.92,1600
ST,I,1,148,27.86,31.09,1600
ST,I,1,148,31.81,32.25,1600
ST,I,1,148,33.1,33.22,1600
ST,I,1,148,33.45,33.55,1600
ST,I,1,148,33.74,34.26,1600
ST,I,1,148,34.31,35.02,1600
ST,I,1,148,35.06,36.09,1600
ST,I,1,148,36.22,36.58,1600
ST,I,1,148,36.64,39.29,1600
ST,I,1,148,39.88,40.03,1600
ST,I,1,148,40.15,41.12,1600
ST,I,1,148,41.37,41.88,1600
ST,I,1,148,42.35,43,1600
ST,I,1,148,43.31,43.79,1600
ST,I,1,148,43.85,44.88,1600
ST,I,1,148,44.99,45.41,1600
ST,I,1,148,45.66,46.44,1600
ST,I,1,148,46.91,50,1600
ST,H,1,15,0,0.2,1600
ST,H,1,15,0.52,0.64,1600
ST,H,1,15,0.71,3.3,1600
ST,H,1,15,4.1,4.41,1600
ST,H,1,15,4.51,7.43,1600
ST,H,1,15,7.88,8.41,1600
ST,H,1,15,8.7,8.89,1600
ST,H,1,15,9.01,10.15,1600
ST,H,1,15,10.22,11.1,1600
ST,H,1,15,11.34,13.24,1600
ST,H,1,15,13.35,16.25,1600
ST,H,1,15,17.3,17.62,1600
ST,H,1,15,18.13,20.2,1600
ST,H,1,15,21.47,22.7,1600
ST,H,1,15,25.05,25.41,1600
ST,H,1,15,26.6,27.02,1600
ST,H,1,15,28.51,29.2,1600
ST,H,1,15,29.6,29.9,1600
ST,H,1,15,30.21,33,1600
ST,H,1,15,35.21,35.9,1600
ST,H,1,15,36.27,36.85,1600
ST,H,1,15,38.26,40.55,1600
ST,H,1,15,41.96,43.64,1600
ST,H,1,15,43.84,44.82,1600
ST,H,1,15,45.47,46.79,1600
ST,H,1,15,47.35,47.58,1600
ST,H,1,15,48.5,49.28,1600
ST,D,1,149,0,0.92,400
ST,D,1,149,1.08,2.92,400
ST,D,1,149,3.28,3.69,400
ST,D,1,149,4.06,4.51,400
ST,D,1,149,4.81,6.35,400
ST,D,1,149,6.58,10.61,400
ST,D,1,149,10.64,11.47,400
ST,D,1,149,11.6,11.82,400
ST,D,1,149,11.9,14.66,400
ST,D,1,149,14.86,16.18,400
ST,D,1,149,16.33,18.11,400
ST,D,1,149,18.19,21.44,400
ST,D,1,149,23.78,29,400
ST,D,1,149,29.09,29.31,400
ST,D,1,149,29.43,31.6,400
ST,D,1,149,31.75,32.07,400
ST,D,1,149,32.53,39.04,400
ST,D,1,149,39.84,42.29,400
ST,D,1,149,42.41,42.71,400
ST,D,1,149,42.76,43.09,400
ST,D,1,149,43.8,48.76,400
ST,D,1,149,48.79,50,400
ST,G,2,291,0,11.4,1600
ST,G,2,291,12.59,16.26,1600
ST,G,2,291,16.58,25.38,1600
ST,G,2,291,27.29,36.91,1600
ST,G,2,291,36.97,37.24,1600
ST,G,2,291,37.48,40.35,1600
ST,G,2,291,41.51,45.45,1600
ST,G,2,291,46.46,48.24,1600
ST,C(X),2,270,0,0.57,100
ST,C(X),2,270,1.1,1.82,100
ST,C(X),2,270,2.17,3.78,100
ST,C(X),2,270,3.84,5.8,100
ST,C(X),2,270,5.96,6.2,100
ST,C(X),2,270,6.41,6.74,100
ST,C(X),2,270,6.86,10.47,100
ST,C(X),2,270,10.55,16.67,100
ST,C(X),2,270,16.76,22.62,100
ST,C(X),2,270,22.95,25.6,100
ST,C(X),2,270,25.73,27.47,100
ST,C(X),2,270,27.58,27.84,100
ST,C(X),2,270,28.12,28.49,100
ST,C(X),2,270,28.59,31.85,100
ST,C(X),2,270,33.18,33.51,100
ST,C(X),2,270,33.6,35.13,100
ST,C(X),2,270,35.45,41.63,100
ST,C(X),2,270,41.72,41.97,100
ST,C(X),2,270,43.24,47.53,100
ST,C(X),2,270,48.95,49.63,100
ST,C(X),2,270,49.76,50,100
ST,C(X),1,90,0,3.07,100
ST,C(X),1,90,3.36,3.8,100
ST,C(X),1,90,4.9,5.24,100
ST,C(X),1,90,5.51,5.97,100
ST,C(X),1,90,6.22,10.5,100
ST,C(X),1,90,10.62,10.98,100
ST,C(X),1,90,11.08,12.98,100
ST,C(X),1,90,13.11,13.35,100
ST,C(X),1,90,13.6,13.81,100
ST,C(X),1,90,16.11,17.15,100
ST,C(X),1,90,17.25,18.1,100
ST,C(X),1,90,18.28,19.17,100
ST,C(X),1,90,19.23,20.83,100
ST,C(X),1,90,21.41,22.3,100
ST,C(X),1,90,22.78,24.7,100
ST,C(X),1,90,24.79,25.4,100
ST,C(X),1,90,26.46,28.1,100
ST,C(X),1,90,28.58,29.72,100
ST,C(X),1,90,29.82,33.41,100
ST,C(X),1,90,33.92,34.23,100
ST,C(X),1,90,35.53,39.44,100
ST,C(X),1,90,39.65,39.96,100
ST,C(X),1,90,40.01,43.49,100
ST,C(X),1,90,44.19,49.76,100
ST,C(X),1,90,49.82,50,100
ST,A,1,59,0,0.24,100
ST,A,1,59,1.65,4.48,100
ST,A,1,59,4.76,5.49,100
ST,A,1,59,6.48,6.85,100
ST,A,1,59,8.95,9.76,100
ST,A,1,59,9.98,10.24,100
ST,A,1,59,10.76,12.19,100
ST,A,1,59,13.64,13.99,100
ST,A,1,59,14.44,14.69,100
ST,A,1,59,14.89,15.11,100
ST,A,1,59,18.05,19.4,100
ST,A,1,59,20.64,22.59,100
ST,A,1,59,23,23.45,100
ST,A,1,59,23.9,24.52,100
ST,A,1,59,25.28,26.65,100
ST,A,1,59,27.24,28.35,100
ST,A,1,59,29.95,31.61,100
ST,A,1,59,33.7,34.65,100
ST,A,1,59,34.87,36.9,100
ST,A,1,59,38.58,46.31,100
ST,A,1,59,46.77,48.04,100
ST,B,2,193,1.42,1.84,100
ST,B,2,193,2.17,3.08,100
ST,B,2,193,3.5,17.39,100
ST,B,2,193,17.87,36,100
ST,B,2,193,36.37,38.02,100
ST,B,2,193,38.31,40.77,100
ST,B,2,193,41.28,41.71,100
ST,B,2,193,42.65,45.59,100
ST,B,2,193,45.96,46.25,100
ST,B,2,193,46.38,48.45,100
ST,B,2,193,49.46,50,100
TT,I,1,3,0,0.23,1600
TT,I,1,3,0.38,0.63,1600
TT,I,1,3,0.74,3,1600
TT,I,1,3,3.17,6.24,1600
TT,I,1,3,6.91,7.53,1600
TT,I,1,3,8.11,8.53,1600
TT,I,1,3,8.87,14.7,1600
TT,I,1,3,15.22,16.77,1600
TT,I,1,3,17.29,18.25,1600
TT,I,1,3,18.56,19.15,1600
TT,I,1,3,19.53,20.36,1600
TT,I,1,3,21.03,21.79,1600
TT,I,1,3,21.97,22.17,1600
TT,I,1,3,22.4,22.85,1600
TT,I,1,3,23.17,24.05,1600
TT,I,1,3,24.29,26.14,1600
TT,I,1,3,26.55,28.7,1600
TT,I,1,3,29.15,29.79,1600
TT,I,1,3,30.45,35.9,1600
TT,I,1,3,36.18,36.85,1600
TT,I,1,3,37.12,38.29,1600
TT,I,1,3,39.54,40.69,1600
TT,I,1,3,41.3,42.41,1600
TT,I,1,3,43.76,45.57,1600
TT,I,1,3,46.33,47.75,1600
TT,I,1,3,48.85,50,1600
TT,A(X),2,130,0,0.16,100
TT,A(X),2,130,0.34,0.62,100
TT,A(X),2,130,0.79,1.96,100
TT,A(X),2,130,2.43,3.74,100
TT,A(X),2,130,4.35,24.05,100
TT,A(X),2,130,24.21,27.75,100
TT,A(X),2,130,28.28,30.23,100
TT,A(X),2,130,32.2,33.05,100
TT,A(X),2,130,33.49,36.54,100
TT,A(X),2,130,37.27,37.66,100
TT,A(X),2,130,38.15,43.72,100
TT,A(X),2,130,43.77,45.84,100
TT,A(X),2,130,46.15,47.05,100
TT,A(X),2,130,47.98,48.3,100
TT,A(X),2,130,48.43,50,100
TT,A(X),3,250,0,6.95,100
TT,A(X),3,250,7.14,8.87,100
TT,A(X),3,250,9.38,9.86,100
TT,A(X),3,250,10.01,10.96,100
TT,A(X),3,250,11.01,11.27,100
TT,A(X),3,250,11.73,14.46,100
TT,A(X),3,250,15.89,19.3,100
TT,A(X),3,250,19.34,20.73,100
TT,A(X),3,250,20.93,21.64,100
TT,A(X),3,250,22.08,22.72,100
TT,A(X),3,250,23.02,24.01,100
TT,A(X),3,250,26.15,27.13,100
TT,A(X),3,250,27.78,29.27,100
TT,A(X),3,250,29.85,33.75,100
TT,A(X),3,250,33.92,35.4,100
TT,A(X),3,250,35.72,36.22,100
TT,A(X),3,250,36.33,37.41,100
TT,A(X),3,250,37.6,38.64,100
TT,A(X),3,250,39.05,40.52,100
TT,A(X),3,250,40.82,42.64,100
TT,A(X),3,250,44.06,44.5,100
TT,A(X),3,250,44.79,46.56,100
TT,A(X),3,250,46.64,49.64,100
TT,A(X),3,250,49.75,49.95,100
TT,D,3,321,0,2.23,400
TT,D,3,321,3.59,9.99,400
TT,D,3,321,10.41,10.84,400
TT,D,3,321,11.01,15.84,400
TT,D,3,321,17.52,17.74,400
TT,D,3,321,18.09,19.18,400
TT,D,3,321,21.98,28.45,400
TT,D,3,321,30.61,31.02,400
TT,D,3,321,31.94,32.36,400
TT,D,3,321,34.08,36.57,400
TT,D,3,321,36.86,38.2,400
TT,D,3,321,38.29,38.54,400
TT,D,3,321,38.75,39.42,400
TT,D,3,321,39.58,45,400
TT,D,3,321,45.09,50,400
TT,G,3,357,0,0.53,1600
TT,G,3,357,0.73,2.51,1600
TT,G,3,357,2.57,2.71,1600
TT,G,3,357,2.76,4.95,1600
TT,G,3,357,5.3,6.17,1600
TT,G,3,357,7.69,8.04,1600
TT,G,3,357,8.09,9.51,1600
TT,G,3,357,9.74,16.29,1600
TT,G,3,357,17.04,19.51,1600
TT,G,3,357,20.04,22.49,1600
TT,G,3,357,22.68,24.38,1600
TT,G,3,357,24.95,26.28,1600
TT,G,3,357,26.34,30.52,1600
TT,G,3,357,31.72,32.04,1600
TT,G,3,357,32.07,32.39,1600
TT,G,3,357,32.46,34.51,1600
TT,G,3,357,34.54,36.48,1600
TT,G,3,357,36.82,37.17,1600
TT,G,3,357,37.2,37.59,1600
TT,G,3,357,37.64,37.82,1600
TT,G,3,357,37.96,38.5,1600
TT,G,3,357,39.16,40.29,1600
TT,G,3,357,40.37,41.21,1600
TT,G,3,357,41.42,45,1600
TT,G,3,357,45.47,45.97,1600
TT,G,3,357,46.54,50,1600
TT,B,2,162,0,0.57,100
TT,B,2,162,1.92,2.79,100
TT,B,2,162,3.01,7.85,100
TT,B,2,162,8.47,14.1,100
TT,B,2,162,15.59,17.3,100
TT,B,2,162,18.96,22.35,100
TT,B,2,162,24.21,28.71,100
TT,B,2,162,29.06,29.29,100
TT,B,2,162,29.87,31.27,100
TT,B,2,162,32.89,34.32,100
TT,B,2,162,35.05,37.2,100
TT,B,2,162,37.94,38.57,100
TT,B,2,162,40.58,42.28,100
TT,B,2,162,43.05,43.7,100
TT,B,2,162,44.26,50,100
TT,C,3,259,0,0.53,100
TT,C,3,259,1.5,2.01,100
TT,C,3,259,2.52,7.09,100
TT,C,3,259,8.96,13.76,100
TT,C,3,259,13.99,17.37,100
TT,C,3,259,18.11,18.51,100
TT,C,3,259,19.01,20.64,100
TT,C,3,259,20.99,22.51,100
TT,C,3,259,22.71,24.17,100
TT,C,3,259,24.55,25,100
TT,C,3,259,26.22,38.01,100
TT,C,3,259,40.06,41.32,100
TT,C,3,259,42.79,47.98,100
TT,C,3,259,48.95,49.95,100
TT,H,2,156,0.14,0.38,1600
TT,H,2,156,0.55,2.36,1600
TT,H,2,156,2.88,3.27,1600
TT,H,2,156,3.34,3.64,1600
TT,H,2,156,3.91,6.32,1600
TT,H,2,156,6.73,9.16,1600
TT,H,2,156,9.41,11.29,1600
TT,H,2,156,11.65,13.03,1600
TT,H,2,156,13.31,14.73,1600
TT,H,2,156,14.85,18.67,1600
TT,H,2,156,18.74,25.15,1600
TT,H,2,156,25.35,26.76,1600
TT,H,2,156,27.22,30.44,1600
TT,H,2,156,30.98,32.7,1600
TT,H,2,156,32.74,35.01,1600
TT,H,2,156,35.72,43.54,1600
TT,H,2,156,43.69,47.77,1600
TT,H,2,156,48.05,50,1600
TT,E,2,179,0,0.28,400
TT,E,2,179,0.79,1.29,400
TT,E,2,179,1.4,5.5,400
TT,E,2,179,5.64,6.26,400
TT,E,2,179,6.69,6.98,400
TT,E,2,179,7.29,7.8,400
TT,E,2,179,8.02,8.3,400
TT,E,2,179,8.44,9.06,400
TT,E,2,179,9.29,10.03,400
TT,E,2,179,10.54,10.74,400
TT,E,2,179,11.23,12.64,400
TT,E,2,179,12.75,13.13,400
TT,E,2,179,13.24,13.43,400
TT,E,2,179,13.65,15.81,400
TT,E,2,179,16.06,20.7,400
TT,E,2,179,21.02,21.55,400
TT,E,2,179,21.64,22.31,400
TT,E,2,179,22.41,23.85,400
TT,E,2,179,24.01,24.27,400
TT,E,2,179,24.33,24.83,400
TT,E,2,179,25.07,25.84,400
TT,E,2,179,26.6,28.23,400
TT,E,2,179,28.49,30.79,400
TT,E,2,179,32.25,37.51,400
TT,E,2,179,38.25,39.44,400
TT,E,2,179,39.86,43.07,400
TT,E,2,179,43.35,49.77,400
TT,F,1,57,0,0.48,400
TT,F,1,57,0.57,6.5,400
TT,F,1,57,8,8.71,400
TT,F,1,57,8.77,9.07,400
TT,F,1,57,9.21,12.32,400
TT,F,1,57,12.78,16.6,400
TT,F,1,57,17.89,18.59,400
TT,F,1,57,18.93,19.38,400
TT,F,1,57,19.61,21.74,400
TT,F,1,57,24.21,26.78,400
TT,F,1,57,27.45,31.91,400
TT,F,1,57,32.55,32.94,400
TT,F,1,57,33.07,36.25,400
TT,F,1,57,36.36,37.06,400
TT,F,1,57,37.29,37.96,400
TT,F,1,57,38.28,44.02,400
TT,F,1,57,44.19,49.48,400
TT,F,1,57,49.57,50,400
TT,F(X),2,156,1.42,4.17,400
TT,F(X),2,156,5.47,5.97,400
TT,F(X),2,156,6.09,6.47,400
TT,F(X),2,156,8.17,8.88,400
TT,F(X),2,156,9.12,18.42,400
TT,F(X),2,156,19.6,29.09,400
TT,F(X),2,156,29.79,32.56,400
TT,F(X),2,156,33.31,33.65,400
TT,F(X),2,156,33.7,38.96,400
TT,F(X),2,156,39.19,40.74,400
TT,F(X),2,156,41,45.53,400
TT,F(X),2,156,47.31,50,400
TT,F(X),1,36,0.23,3.44,400
TT,F(X),1,36,4.1,5.71,400
TT,F(X),1,36,5.77,9.71,400
TT,F(X),1,36,11.86,12.22,400
TT,F(X),1,36,12.43,14.42,400
TT,F(X),1,36,14.5,14.88,400
TT,F(X),1,36,15.12,18.79,400
TT,F(X),1,36,19.37,20.51,400
TT,F(X),1,36,20.59,21.61,400
TT,F(X),1,36,21.79,22.03,400
TT,F(X),1,36,25.05,31.12,400
TT,F(X),1,36,31.19,36.19,400
TT,F(X),1,36,36.34,36.73,400
TT,F(X),1,36,36.77,37.19,400
TT,F(X),1,36,37.23,45.83,400
TT,F(X),1,36,46.17,46.83,400
TT,F(X),1,36,46.98,48.87,400
TT,F(X),1,36,49.15,50,400
